Unnamed: 0,1: Easy to Use  (Clear Steps),1: Works Fine (Fast),2: Recomendaría,5: Long-term users,6: Adapt from Previous Versions,8: Amazon purchase (price),11: Easy to Use,12: Online version (mobile app),15: Install/download problems,20: Turbo Tax,21: SO versions,23: Interface User friendly,Dom_Topic
77981,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.1,0.03,18
77982,0.02,0.05,0.02,0.06,0.02,0.02,0.02,0.02,0.04,0.02,0.11,0.02,22
77983,0.02,0.02,0.04,0.06,0.03,0.02,0.02,0.08,0.02,0.02,0.04,0.02,13
77984,0.02,0.02,0.04,0.02,0.02,0.05,0.02,0.05,0.09,0.02,0.17,0.02,21
77985,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.16,0.03,21
77986,0.02,0.02,0.06,0.02,0.02,0.02,0.04,0.02,0.05,0.02,0.24,0.04,21
77987,0.06,0.03,0.03,0.03,0.06,0.03,0.06,0.04,0.08,0.04,0.06,0.06,15
77988,0.02,0.02,0.02,0.02,0.04,0.08,0.02,0.08,0.05,0.02,0.08,0.08,7
77989,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.08,0.03,0.04,0.08,0.07,5
77990,0.02,0.02,0.08,0.13,0.02,0.08,0.02,0.02,0.07,0.02,0.08,0.02,5
77991,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.05,0.07,9
77992,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,2
77993,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.09,0.03,0.11,0.03,21
77994,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.07,0.03,0.07,0.03,16
77995,0.01,0.01,0.08,0.03,0.04,0.04,0.01,0.05,0.03,0.02,0.13,0.01,21
77996,0.02,0.04,0.02,0.05,0.02,0.14,0.02,0.12,0.05,0.02,0.09,0.02,8
77997,0.02,0.05,0.09,0.02,0.05,0.08,0.05,0.02,0.02,0.02,0.12,0.02,21
77998,0.03,0.06,0.03,0.03,0.03,0.06,0.06,0.03,0.03,0.03,0.03,0.1,23
77999,0.05,0.02,0.15,0.02,0.02,0.05,0.08,0.02,0.02,0.02,0.12,0.02,2
78000,0.03,0.03,0.06,0.03,0.03,0.03,0.06,0.06,0.08,0.03,0.17,0.03,21
78001,0.03,0.06,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.16,0.03,21
78002,0.03,0.06,0.06,0.03,0.08,0.03,0.06,0.03,0.12,0.03,0.04,0.06,15
78003,0.04,0.02,0.01,0.05,0.02,0.01,0.03,0.18,0.19,0.01,0.12,0.02,15
78004,0.01,0.01,0.08,0.01,0.02,0.02,0.04,0.02,0.01,0.01,0.21,0.04,21
78005,0.02,0.02,0.07,0.05,0.03,0.02,0.02,0.07,0.07,0.02,0.14,0.02,13
78006,0.02,0.02,0.02,0.11,0.05,0.02,0.02,0.03,0.06,0.02,0.18,0.05,21
78007,0.02,0.03,0.01,0.03,0.03,0.01,0.02,0.02,0.05,0.08,0.22,0.02,21
78008,0.02,0.02,0.09,0.07,0.02,0.05,0.04,0.02,0.15,0.02,0.12,0.02,15
78009,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.12,0.11,22
78010,0.02,0.02,0.02,0.12,0.02,0.02,0.02,0.07,0.03,0.02,0.2,0.02,21
78011,0.03,0.03,0.03,0.05,0.07,0.03,0.03,0.03,0.03,0.05,0.08,0.03,16
78012,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.09,0.03,0.22,0.03,21
78013,0.02,0.02,0.02,0.02,0.03,0.04,0.02,0.04,0.02,0.06,0.2,0.02,17
78014,0.02,0.03,0.02,0.05,0.02,0.03,0.02,0.13,0.09,0.01,0.15,0.02,21
78015,0.03,0.03,0.02,0.08,0.03,0.02,0.05,0.05,0.06,0.02,0.14,0.05,21
78016,0.02,0.05,0.11,0.02,0.03,0.05,0.02,0.23,0.02,0.04,0.03,0.02,12
78017,0.02,0.02,0.05,0.02,0.05,0.02,0.02,0.09,0.03,0.02,0.21,0.02,21
78018,0.01,0.01,0.01,0.04,0.01,0.03,0.01,0.03,0.13,0.03,0.22,0.01,21
78019,0.03,0.03,0.03,0.07,0.06,0.03,0.03,0.13,0.04,0.03,0.03,0.03,12
78020,0.02,0.02,0.1,0.05,0.03,0.02,0.03,0.05,0.07,0.02,0.24,0.05,21
78021,0.07,0.03,0.06,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,5
78022,0.06,0.03,0.1,0.03,0.03,0.16,0.03,0.03,0.03,0.03,0.03,0.03,8
78023,0.03,0.06,0.06,0.03,0.03,0.09,0.03,0.03,0.05,0.03,0.11,0.03,21
78024,0.06,0.06,0.03,0.03,0.06,0.15,0.03,0.04,0.06,0.03,0.04,0.06,8
78025,0.03,0.03,0.03,0.08,0.06,0.03,0.03,0.17,0.04,0.03,0.07,0.06,12
78026,0.03,0.03,0.09,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.03,2
78027,0.03,0.03,0.03,0.11,0.03,0.03,0.03,0.04,0.03,0.03,0.19,0.06,21
78028,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.06,0.03,0.07,0.03,7
78029,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.22,0.03,21
78030,0.04,0.03,0.01,0.01,0.01,0.01,0.02,0.08,0.12,0.02,0.32,0.01,21
78031,0.03,0.03,0.03,0.02,0.05,0.02,0.03,0.06,0.12,0.03,0.06,0.05,15
78032,0.02,0.02,0.02,0.07,0.02,0.05,0.02,0.02,0.05,0.02,0.18,0.02,21
78033,0.03,0.03,0.04,0.05,0.03,0.03,0.03,0.07,0.03,0.03,0.06,0.03,9
78034,0.03,0.03,0.03,0.09,0.03,0.03,0.1,0.08,0.03,0.03,0.07,0.03,11
78035,0.08,0.02,0.08,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.15,0.02,21
78036,0.03,0.02,0.02,0.02,0.02,0.02,0.06,0.03,0.09,0.02,0.17,0.03,21
78037,0.02,0.04,0.02,0.02,0.02,0.03,0.02,0.25,0.05,0.02,0.14,0.02,12
78038,0.01,0.02,0.01,0.04,0.06,0.05,0.02,0.03,0.17,0.01,0.22,0.03,21
78039,0.03,0.06,0.03,0.03,0.08,0.03,0.06,0.03,0.12,0.03,0.13,0.03,21
78040,0.08,0.04,0.02,0.02,0.05,0.02,0.02,0.03,0.1,0.02,0.21,0.02,21
78041,0.02,0.05,0.02,0.03,0.02,0.03,0.03,0.02,0.15,0.02,0.17,0.02,21
78042,0.02,0.02,0.02,0.05,0.07,0.05,0.03,0.02,0.23,0.02,0.09,0.02,15
78043,0.02,0.02,0.05,0.07,0.04,0.02,0.05,0.03,0.05,0.03,0.12,0.14,23
78044,0.01,0.02,0.01,0.04,0.02,0.02,0.01,0.15,0.08,0.01,0.2,0.02,21
78045,0.03,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.04,0.06,0.03,5
78046,0.02,0.02,0.05,0.12,0.02,0.05,0.02,0.02,0.02,0.02,0.1,0.02,7
78047,0.02,0.03,0.02,0.03,0.02,0.04,0.02,0.09,0.04,0.05,0.29,0.02,21
78048,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.04,0.21,0.03,21
78049,0.03,0.07,0.05,0.02,0.04,0.05,0.02,0.02,0.04,0.04,0.11,0.02,21
78050,0.02,0.05,0.02,0.02,0.04,0.02,0.02,0.08,0.03,0.02,0.28,0.02,21
78051,0.0,0.01,0.0,0.02,0.01,0.02,0.0,0.23,0.24,0.0,0.19,0.01,15
78052,0.09,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.03,0.02,0.19,0.04,21
78053,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.15,0.03,21
78054,0.03,0.03,0.09,0.09,0.08,0.03,0.03,0.03,0.03,0.03,0.05,0.03,2
78055,0.01,0.01,0.01,0.06,0.02,0.02,0.02,0.04,0.19,0.01,0.26,0.02,21
78056,0.04,0.02,0.01,0.01,0.02,0.02,0.01,0.23,0.21,0.01,0.09,0.02,12
78057,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.05,0.02,0.09,0.07,0.02,9
78058,0.03,0.03,0.09,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.12,0.03,21
78059,0.03,0.03,0.11,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.06,2
78060,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.04,0.08,0.03,0.09,0.06,9
78061,0.02,0.02,0.02,0.04,0.06,0.02,0.02,0.02,0.02,0.02,0.13,0.05,21
78062,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.06,0.03,0.06,0.06,0.06,5
78063,0.03,0.03,0.09,0.15,0.03,0.03,0.03,0.03,0.03,0.04,0.07,0.03,5
78064,0.02,0.02,0.02,0.03,0.02,0.08,0.02,0.03,0.03,0.1,0.05,0.02,20
78065,0.02,0.02,0.03,0.08,0.02,0.02,0.05,0.02,0.06,0.02,0.18,0.02,21
78066,0.03,0.03,0.11,0.06,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.07,2
78067,0.03,0.09,0.05,0.02,0.03,0.05,0.03,0.03,0.13,0.02,0.02,0.03,15
78068,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.08,0.03,0.03,0.06,0.03,13
78069,0.03,0.03,0.06,0.06,0.03,0.03,0.09,0.07,0.09,0.03,0.04,0.03,11
78070,0.02,0.05,0.08,0.02,0.02,0.1,0.02,0.08,0.08,0.02,0.12,0.02,21
78071,0.02,0.02,0.04,0.07,0.05,0.04,0.04,0.05,0.12,0.02,0.1,0.02,7
78072,0.02,0.07,0.02,0.07,0.03,0.02,0.02,0.05,0.04,0.02,0.24,0.02,21
78073,0.03,0.03,0.06,0.09,0.06,0.03,0.06,0.03,0.03,0.03,0.06,0.03,5
78074,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.07,0.07,0.04,0.08,0.06,6
78075,0.05,0.03,0.09,0.06,0.06,0.03,0.03,0.06,0.07,0.03,0.03,0.03,2
78076,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.04,0.14,0.06,21
78077,0.01,0.03,0.01,0.05,0.09,0.01,0.01,0.07,0.1,0.02,0.22,0.03,21
78078,0.01,0.01,0.05,0.03,0.03,0.03,0.02,0.15,0.08,0.01,0.19,0.01,21
78079,0.02,0.06,0.02,0.12,0.07,0.02,0.02,0.09,0.04,0.02,0.12,0.02,5
78080,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03,4
78081,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.09,0.2,0.02,0.03,0.02,15
78082,0.02,0.02,0.09,0.05,0.02,0.07,0.02,0.03,0.1,0.01,0.1,0.03,15
78083,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.15,0.03,0.03,0.11,0.03,12
78084,0.02,0.02,0.03,0.01,0.02,0.03,0.01,0.2,0.25,0.01,0.09,0.01,15
78085,0.02,0.02,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.05,0.29,0.04,21
78086,0.04,0.04,0.02,0.03,0.07,0.02,0.02,0.04,0.19,0.04,0.2,0.02,21
78087,0.03,0.03,0.03,0.09,0.06,0.03,0.06,0.03,0.03,0.03,0.09,0.06,4
78088,0.04,0.01,0.04,0.02,0.01,0.02,0.01,0.11,0.01,0.01,0.22,0.01,21
78089,0.03,0.03,0.03,0.06,0.03,0.08,0.03,0.05,0.03,0.04,0.03,0.03,16
78090,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.05,0.15,0.03,0.04,0.03,15
78091,0.03,0.03,0.1,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.06,0.1,2
78092,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.13,0.03,21
78093,0.04,0.02,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.1,0.04,13
78094,0.03,0.03,0.05,0.08,0.07,0.03,0.03,0.03,0.14,0.03,0.07,0.03,15
78095,0.03,0.03,0.07,0.03,0.03,0.06,0.07,0.03,0.03,0.03,0.03,0.07,2
78096,0.03,0.03,0.06,0.03,0.03,0.17,0.03,0.06,0.03,0.03,0.06,0.03,8
78097,0.04,0.04,0.02,0.06,0.02,0.02,0.02,0.04,0.21,0.02,0.11,0.02,15
78098,0.03,0.06,0.03,0.02,0.03,0.02,0.03,0.03,0.04,0.05,0.15,0.03,21
78099,0.02,0.05,0.05,0.06,0.05,0.13,0.05,0.09,0.05,0.02,0.03,0.05,8
78100,0.01,0.01,0.01,0.04,0.02,0.05,0.01,0.05,0.19,0.01,0.25,0.01,21
78101,0.02,0.02,0.02,0.07,0.02,0.07,0.07,0.06,0.05,0.02,0.19,0.03,21
78102,0.02,0.01,0.07,0.03,0.01,0.06,0.05,0.06,0.26,0.01,0.05,0.01,15
78103,0.03,0.02,0.03,0.03,0.03,0.03,0.05,0.02,0.04,0.02,0.17,0.03,21
78104,0.03,0.03,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.03,21
78105,0.02,0.02,0.05,0.07,0.07,0.02,0.02,0.03,0.09,0.02,0.1,0.02,9
78106,0.05,0.02,0.05,0.05,0.02,0.02,0.05,0.02,0.02,0.02,0.15,0.05,21
78107,0.03,0.03,0.03,0.12,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.03,16
78108,0.05,0.03,0.02,0.02,0.06,0.02,0.02,0.09,0.14,0.02,0.12,0.02,15
78109,0.05,0.02,0.03,0.02,0.05,0.02,0.02,0.06,0.02,0.02,0.12,0.05,22
78110,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.03,0.1,0.03,7
78111,0.06,0.03,0.07,0.03,0.03,0.06,0.06,0.03,0.06,0.03,0.03,0.03,9
78112,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.14,0.11,0.03,0.03,0.03,12
78113,0.02,0.02,0.02,0.09,0.02,0.03,0.02,0.03,0.02,0.02,0.23,0.02,21
78114,0.02,0.02,0.02,0.16,0.02,0.02,0.02,0.08,0.07,0.02,0.13,0.02,5
78115,0.04,0.03,0.06,0.05,0.02,0.05,0.02,0.12,0.14,0.02,0.12,0.02,15
78116,0.03,0.03,0.03,0.03,0.1,0.03,0.06,0.03,0.03,0.05,0.09,0.03,6
78117,0.02,0.02,0.02,0.06,0.06,0.04,0.02,0.16,0.02,0.02,0.11,0.02,12
78118,0.02,0.06,0.02,0.01,0.02,0.07,0.03,0.08,0.08,0.02,0.17,0.03,21
78119,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.22,0.09,21
78120,0.01,0.0,0.02,0.03,0.02,0.01,0.0,0.06,0.17,0.0,0.25,0.01,21
78121,0.04,0.03,0.03,0.03,0.1,0.06,0.03,0.04,0.1,0.03,0.11,0.03,21
78122,0.03,0.03,0.15,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.09,2
78123,0.03,0.01,0.01,0.05,0.01,0.01,0.01,0.11,0.05,0.01,0.24,0.01,21
78124,0.02,0.02,0.04,0.13,0.05,0.02,0.02,0.02,0.03,0.02,0.07,0.02,5
78125,0.02,0.02,0.04,0.02,0.02,0.03,0.02,0.19,0.02,0.02,0.2,0.02,21
78126,0.01,0.01,0.02,0.06,0.04,0.02,0.01,0.1,0.09,0.01,0.13,0.03,21
78127,0.11,0.03,0.03,0.08,0.03,0.03,0.05,0.08,0.02,0.02,0.1,0.03,0
78128,0.03,0.03,0.06,0.1,0.03,0.06,0.06,0.03,0.03,0.03,0.11,0.03,21
78129,0.01,0.03,0.01,0.01,0.03,0.01,0.01,0.03,0.25,0.01,0.24,0.03,15
78130,0.07,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.04,0.03,0.08,0.07,21
78131,0.02,0.03,0.01,0.01,0.05,0.02,0.01,0.08,0.06,0.03,0.29,0.02,21
78132,0.03,0.03,0.09,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,9
78133,0.02,0.02,0.05,0.02,0.02,0.02,0.05,0.14,0.04,0.02,0.19,0.05,21
78134,0.04,0.07,0.04,0.03,0.08,0.06,0.06,0.03,0.05,0.03,0.03,0.03,6
78135,0.06,0.03,0.08,0.11,0.03,0.03,0.06,0.03,0.06,0.05,0.06,0.03,5
78136,0.03,0.03,0.14,0.03,0.03,0.07,0.07,0.03,0.03,0.03,0.03,0.03,2
78137,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.07,0.03,0.15,0.03,21
78138,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.07,0.03,15
78139,0.02,0.04,0.02,0.05,0.04,0.03,0.02,0.06,0.03,0.02,0.14,0.04,17
78140,0.06,0.03,0.06,0.1,0.03,0.03,0.03,0.04,0.03,0.03,0.12,0.03,21
78141,0.06,0.03,0.09,0.06,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,2
78142,0.06,0.03,0.06,0.09,0.06,0.03,0.06,0.03,0.09,0.03,0.06,0.03,5
78143,0.03,0.03,0.06,0.03,0.03,0.1,0.06,0.03,0.06,0.03,0.03,0.03,7
78144,0.04,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.03,21
78145,0.03,0.03,0.06,0.03,0.03,0.03,0.12,0.03,0.03,0.03,0.03,0.06,11
78146,0.02,0.02,0.08,0.1,0.05,0.02,0.05,0.03,0.09,0.02,0.1,0.02,5
78147,0.07,0.03,0.03,0.03,0.03,0.07,0.04,0.03,0.03,0.07,0.03,0.03,0
78148,0.03,0.03,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.03,21
78149,0.04,0.07,0.07,0.04,0.02,0.11,0.02,0.06,0.07,0.05,0.04,0.02,7
78150,0.01,0.01,0.03,0.01,0.03,0.04,0.02,0.08,0.07,0.01,0.21,0.04,21
78151,0.02,0.02,0.1,0.05,0.02,0.03,0.02,0.04,0.02,0.02,0.17,0.02,21
78152,0.03,0.03,0.07,0.03,0.03,0.06,0.03,0.03,0.04,0.03,0.18,0.03,21
78153,0.03,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.06,0.03,0.15,0.03,21
78154,0.02,0.05,0.02,0.05,0.02,0.03,0.03,0.08,0.07,0.02,0.23,0.02,21
78155,0.03,0.03,0.03,0.08,0.06,0.03,0.03,0.14,0.03,0.04,0.08,0.03,12
78156,0.02,0.03,0.04,0.02,0.04,0.02,0.05,0.05,0.02,0.02,0.14,0.02,21
78157,0.1,0.03,0.06,0.1,0.03,0.03,0.03,0.03,0.05,0.03,0.07,0.03,0
78158,0.05,0.02,0.02,0.07,0.02,0.02,0.07,0.02,0.03,0.04,0.16,0.02,21
78159,0.03,0.03,0.06,0.09,0.03,0.03,0.03,0.05,0.03,0.03,0.17,0.03,21
78160,0.03,0.03,0.02,0.05,0.02,0.02,0.02,0.04,0.03,0.02,0.15,0.05,21
78161,0.05,0.05,0.05,0.07,0.02,0.07,0.02,0.02,0.02,0.02,0.13,0.07,21
78162,0.03,0.03,0.03,0.03,0.03,0.06,0.09,0.04,0.14,0.03,0.13,0.03,15
78163,0.03,0.07,0.03,0.03,0.07,0.03,0.03,0.13,0.04,0.03,0.04,0.03,12
78164,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.18,0.05,0.03,0.03,0.06,12
78165,0.02,0.03,0.03,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,3
78166,0.01,0.01,0.07,0.01,0.11,0.01,0.03,0.12,0.02,0.01,0.13,0.01,21
78167,0.01,0.01,0.01,0.05,0.02,0.04,0.01,0.17,0.07,0.01,0.15,0.05,12
78168,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.04,0.16,0.03,0.1,0.03,15
78169,0.03,0.03,0.03,0.06,0.06,0.03,0.06,0.07,0.03,0.03,0.08,0.06,21
78170,0.03,0.06,0.13,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
78171,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.14,0.11,0.02,0.15,0.02,21
78172,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.24,0.03,21
78173,0.02,0.02,0.02,0.02,0.06,0.02,0.06,0.04,0.1,0.02,0.07,0.04,9
78174,0.04,0.06,0.02,0.02,0.02,0.06,0.02,0.16,0.09,0.02,0.03,0.06,12
78175,0.03,0.03,0.07,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.17,0.06,21
78176,0.02,0.02,0.02,0.07,0.02,0.02,0.07,0.05,0.03,0.07,0.18,0.02,21
78177,0.02,0.02,0.08,0.02,0.02,0.02,0.08,0.13,0.03,0.03,0.1,0.04,12
78178,0.03,0.03,0.07,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,5
78179,0.03,0.04,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.07,16
78180,0.03,0.03,0.06,0.05,0.06,0.03,0.06,0.03,0.03,0.03,0.12,0.06,21
78181,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.05,0.04,0.06,0.09,23
78182,0.03,0.03,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.03,0.21,0.03,21
78183,0.03,0.03,0.07,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.07,0.07,2
78184,0.03,0.03,0.03,0.1,0.06,0.03,0.06,0.06,0.04,0.03,0.12,0.03,21
78185,0.03,0.03,0.03,0.09,0.06,0.03,0.03,0.11,0.04,0.03,0.12,0.03,21
78186,0.02,0.02,0.06,0.07,0.02,0.05,0.02,0.02,0.02,0.03,0.12,0.02,21
78187,0.01,0.01,0.03,0.04,0.01,0.02,0.03,0.03,0.05,0.01,0.18,0.03,9
78188,0.03,0.03,0.06,0.12,0.03,0.06,0.03,0.03,0.05,0.03,0.03,0.03,5
78189,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.07,0.03,0.03,0.05,0.07,9
78190,0.02,0.02,0.02,0.02,0.07,0.05,0.05,0.09,0.04,0.02,0.09,0.02,12
78191,0.01,0.02,0.02,0.05,0.02,0.01,0.03,0.05,0.05,0.01,0.22,0.02,21
78192,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.2,0.03,0.1,0.06,15
78193,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.18,0.03,0.03,0.07,0.03,12
78194,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.05,0.28,0.02,0.05,0.02,15
78195,0.02,0.02,0.05,0.1,0.02,0.02,0.05,0.03,0.05,0.02,0.07,0.05,5
78196,0.03,0.03,0.02,0.08,0.03,0.02,0.05,0.03,0.1,0.03,0.16,0.03,21
78197,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.07,0.03,0.07,0.03,4
78198,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.23,0.03,0.03,0.03,0.03,12
78199,0.03,0.03,0.02,0.05,0.08,0.02,0.03,0.14,0.14,0.02,0.1,0.03,12
78200,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.05,0.06,22
78201,0.02,0.07,0.02,0.05,0.1,0.02,0.02,0.02,0.02,0.02,0.08,0.06,17
78202,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.04,0.03,0.03,0.21,0.06,21
78203,0.06,0.03,0.03,0.11,0.03,0.05,0.03,0.03,0.03,0.02,0.17,0.03,21
78204,0.03,0.03,0.06,0.11,0.03,0.03,0.05,0.03,0.03,0.05,0.1,0.03,5
78205,0.03,0.06,0.06,0.1,0.03,0.03,0.03,0.03,0.16,0.03,0.03,0.03,15
78206,0.02,0.02,0.02,0.08,0.03,0.02,0.02,0.1,0.04,0.02,0.09,0.02,12
78207,0.03,0.03,0.03,0.07,0.03,0.03,0.13,0.07,0.03,0.03,0.08,0.03,11
78208,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.09,0.03,0.04,0.03,17
78209,0.02,0.03,0.05,0.06,0.03,0.01,0.01,0.06,0.13,0.02,0.13,0.02,15
78210,0.07,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,21
78211,0.03,0.03,0.06,0.06,0.03,0.03,0.06,0.03,0.17,0.03,0.06,0.06,15
78212,0.02,0.02,0.02,0.04,0.08,0.05,0.02,0.05,0.02,0.03,0.12,0.02,21
78213,0.01,0.03,0.04,0.03,0.01,0.03,0.06,0.02,0.06,0.01,0.26,0.03,21
78214,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.1,0.02,0.11,0.02,16
78215,0.02,0.02,0.15,0.07,0.02,0.02,0.05,0.03,0.06,0.04,0.03,0.02,2
78216,0.01,0.05,0.01,0.05,0.02,0.03,0.01,0.21,0.06,0.01,0.09,0.02,12
78217,0.02,0.02,0.08,0.11,0.07,0.02,0.02,0.03,0.07,0.02,0.13,0.02,21
78218,0.02,0.05,0.02,0.07,0.02,0.02,0.02,0.05,0.03,0.02,0.17,0.02,21
78219,0.02,0.08,0.02,0.02,0.02,0.06,0.02,0.22,0.07,0.06,0.07,0.02,12
78220,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.05,0.03,0.05,0.11,0.03,21
78221,0.01,0.06,0.01,0.07,0.01,0.01,0.02,0.08,0.02,0.01,0.17,0.03,21
78222,0.03,0.03,0.03,0.1,0.03,0.03,0.07,0.03,0.08,0.03,0.04,0.03,5
78223,0.02,0.02,0.04,0.03,0.02,0.02,0.02,0.23,0.04,0.02,0.13,0.05,12
78224,0.02,0.0,0.02,0.02,0.02,0.03,0.0,0.08,0.25,0.0,0.14,0.01,15
78225,0.02,0.01,0.07,0.01,0.05,0.01,0.01,0.02,0.01,0.01,0.05,0.01,10
78226,0.03,0.09,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.16,0.09,21
78227,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,1
78228,0.02,0.02,0.09,0.08,0.03,0.04,0.02,0.09,0.18,0.02,0.07,0.02,15
78229,0.02,0.02,0.02,0.11,0.02,0.02,0.05,0.04,0.02,0.07,0.12,0.05,21
78230,0.04,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.08,0.02,0.22,0.02,21
78231,0.03,0.09,0.03,0.09,0.02,0.02,0.04,0.06,0.04,0.02,0.13,0.02,21
78232,0.04,0.04,0.03,0.06,0.02,0.04,0.02,0.1,0.02,0.02,0.17,0.04,21
78233,0.03,0.03,0.06,0.03,0.03,0.03,0.04,0.06,0.03,0.03,0.22,0.03,21
78234,0.03,0.07,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.04,0.03,1
78235,0.06,0.04,0.06,0.01,0.01,0.01,0.03,0.01,0.02,0.06,0.2,0.02,21
78236,0.01,0.02,0.01,0.04,0.03,0.01,0.03,0.27,0.11,0.01,0.08,0.02,12
78237,0.02,0.02,0.02,0.1,0.02,0.08,0.02,0.13,0.09,0.03,0.09,0.02,12
78238,0.02,0.01,0.09,0.03,0.01,0.03,0.01,0.09,0.04,0.01,0.12,0.01,7
78239,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.22,0.03,21
78240,0.06,0.03,0.09,0.09,0.03,0.06,0.03,0.03,0.12,0.03,0.06,0.03,15
78241,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.1,0.07,0.03,0.03,0.03,12
