Unnamed: 0,Topic2: Problemas de funcionamiento,Topic6: Falta de metodos de importacion de datos,Topic8: Falta de funciones y de opciones de calidad de vida,Topic12:  Problemas Intalacion nueva version,Dom_Topic
4823,0.52,0.02,0.03,0.03,2
4824,0.31,0.03,0.03,0.19,2
4825,0.38,0.03,0.03,0.04,2
4826,0.71,0.01,0.01,0.02,2
4827,0.85,0.02,0.01,0.04,2
4828,0.63,0.01,0.02,0.12,2
4829,0.67,0.02,0.02,0.04,2
4830,0.59,0.01,0.01,0.22,2
4831,0.23,0.04,0.04,0.06,2
4832,0.35,0.03,0.04,0.04,2
4833,0.69,0.02,0.02,0.02,2
4834,0.69,0.02,0.02,0.03,2
4835,0.57,0.03,0.02,0.03,2
4836,0.31,0.03,0.03,0.08,2
4837,0.61,0.03,0.02,0.03,2
4838,0.76,0.03,0.01,0.04,2
4839,0.77,0.01,0.01,0.01,2
4840,0.55,0.03,0.02,0.02,2
4841,0.66,0.02,0.02,0.03,2
4842,0.44,0.03,0.03,0.04,2
4843,0.68,0.03,0.03,0.03,2
4844,0.3,0.03,0.03,0.15,2
4845,0.35,0.03,0.03,0.04,2
4846,0.27,0.05,0.03,0.11,2
4847,0.63,0.03,0.03,0.04,2
4848,0.74,0.02,0.02,0.02,2
4849,0.74,0.06,0.01,0.01,2
4850,0.66,0.02,0.02,0.02,2
4851,0.6,0.02,0.02,0.02,2
4852,0.64,0.07,0.02,0.02,2
4853,0.65,0.02,0.02,0.03,2
4854,0.32,0.12,0.03,0.03,2
4855,0.65,0.05,0.02,0.02,2
4856,0.6,0.02,0.02,0.12,2
4857,0.49,0.02,0.02,0.08,2
4858,0.35,0.03,0.04,0.04,2
4859,0.26,0.04,0.04,0.04,2
4860,0.71,0.01,0.01,0.06,2
4861,0.77,0.01,0.01,0.01,2
4862,0.74,0.01,0.01,0.03,2
4863,0.34,0.03,0.03,0.12,2
4864,0.75,0.01,0.05,0.05,2
4865,0.56,0.02,0.02,0.06,2
4866,0.73,0.04,0.01,0.01,2
4867,0.68,0.02,0.02,0.03,2
4868,0.12,0.05,0.05,0.05,2
4869,0.77,0.01,0.01,0.04,2
4870,0.72,0.01,0.01,0.18,2
4871,0.51,0.03,0.02,0.16,2
4872,0.65,0.02,0.02,0.03,2
4873,0.67,0.02,0.02,0.06,2
4874,0.16,0.04,0.06,0.06,2
4875,0.53,0.02,0.02,0.12,2
4876,0.62,0.06,0.02,0.03,2
4877,0.14,0.05,0.05,0.05,2
4878,0.41,0.28,0.02,0.02,2
4879,0.55,0.05,0.02,0.04,2
4880,0.48,0.02,0.02,0.11,2
4881,0.21,0.29,0.05,0.17,6
4882,0.53,0.03,0.03,0.02,2
4883,0.52,0.02,0.02,0.1,2
4884,0.09,0.05,0.04,0.17,12
4885,0.36,0.03,0.04,0.05,2
4886,0.28,0.04,0.04,0.04,2
4887,0.3,0.04,0.04,0.1,2
4888,0.54,0.03,0.02,0.04,2
4889,0.63,0.03,0.02,0.02,2
4890,0.4,0.03,0.03,0.03,2
4891,0.07,0.05,0.05,0.1,12
4892,0.12,0.04,0.04,0.22,12
4893,0.48,0.03,0.02,0.05,2
4894,0.61,0.09,0.03,0.06,2
4895,0.34,0.03,0.03,0.18,2
4896,0.17,0.04,0.04,0.08,2
4897,0.05,0.05,0.05,0.05,0
4898,0.17,0.03,0.03,0.22,12
4899,0.33,0.04,0.03,0.07,2
4900,0.31,0.03,0.03,0.1,2
4901,0.67,0.02,0.02,0.03,2
4902,0.54,0.02,0.02,0.11,2
4903,0.77,0.03,0.01,0.05,2
4904,0.62,0.04,0.02,0.03,2
4905,0.29,0.03,0.03,0.21,2
4906,0.37,0.39,0.02,0.05,6
4907,0.05,0.05,0.04,0.17,12
4908,0.51,0.02,0.02,0.12,2
4909,0.28,0.03,0.03,0.16,2
4910,0.38,0.04,0.03,0.03,2
4911,0.55,0.19,0.01,0.02,2
4912,0.83,0.01,0.05,0.02,2
4913,0.41,0.03,0.02,0.28,2
4914,0.62,0.03,0.02,0.04,2
4915,0.81,0.01,0.01,0.01,2
4916,0.61,0.03,0.02,0.03,2
4917,0.42,0.06,0.03,0.03,2
4918,0.21,0.23,0.05,0.04,6
4919,0.51,0.02,0.02,0.03,2
4920,0.49,0.02,0.02,0.22,2
4921,0.2,0.06,0.05,0.04,2
4922,0.75,0.01,0.01,0.01,2
4923,0.12,0.03,0.03,0.37,12
4924,0.64,0.04,0.02,0.02,2
4925,0.08,0.06,0.05,0.17,12
4926,0.28,0.04,0.04,0.05,2
4927,0.67,0.02,0.01,0.07,2
4928,0.51,0.03,0.03,0.07,2
4929,0.21,0.04,0.04,0.04,2
4930,0.57,0.01,0.01,0.24,2
4931,0.57,0.01,0.01,0.26,2
4932,0.11,0.04,0.04,0.22,12
4933,0.42,0.39,0.01,0.11,2
4934,0.36,0.03,0.02,0.24,2
4935,0.42,0.04,0.03,0.08,2
4936,0.12,0.04,0.04,0.08,2
4937,0.61,0.02,0.02,0.04,2
4938,0.66,0.02,0.02,0.02,2
4939,0.73,0.02,0.01,0.03,2
4940,0.4,0.03,0.03,0.04,2
4941,0.3,0.04,0.04,0.04,2
4942,0.64,0.01,0.27,0.03,2
4943,0.54,0.02,0.02,0.02,2
4944,0.32,0.06,0.03,0.03,2
4945,0.57,0.03,0.02,0.09,2
4946,0.56,0.02,0.02,0.04,2
4947,0.6,0.02,0.01,0.07,2
4948,0.61,0.02,0.02,0.02,2
4949,0.41,0.03,0.03,0.05,2
4950,0.35,0.03,0.03,0.14,2
4951,0.43,0.02,0.04,0.07,2
4952,0.45,0.02,0.02,0.07,2
4953,0.54,0.07,0.02,0.22,2
4954,0.47,0.03,0.03,0.04,2
4955,0.25,0.02,0.03,0.42,12
4956,0.74,0.01,0.01,0.09,2
4957,0.41,0.03,0.02,0.18,2
4958,0.37,0.06,0.03,0.07,2
4959,0.52,0.02,0.02,0.1,2
4960,0.1,0.05,0.05,0.08,2
4961,0.6,0.02,0.02,0.04,2
4962,0.48,0.02,0.02,0.25,2
4963,0.49,0.02,0.02,0.13,2
4964,0.5,0.02,0.01,0.32,2
4965,0.41,0.02,0.02,0.12,2
4966,0.13,0.03,0.03,0.41,12
4967,0.71,0.06,0.02,0.02,2
4968,0.08,0.04,0.05,0.18,12
4969,0.13,0.03,0.04,0.3,12
4970,0.2,0.04,0.04,0.22,12
4971,0.42,0.03,0.03,0.11,2
4972,0.25,0.03,0.04,0.14,2
4973,0.73,0.04,0.02,0.02,2
4974,0.55,0.02,0.03,0.06,2
4975,0.67,0.01,0.01,0.08,2
4976,0.2,0.02,0.02,0.46,12
4977,0.63,0.01,0.02,0.01,2
4978,0.22,0.04,0.04,0.11,2
4979,0.44,0.02,0.04,0.21,2
4980,0.42,0.04,0.02,0.11,2
4981,0.76,0.0,0.0,0.18,2
4982,0.07,0.03,0.03,0.44,12
4983,0.15,0.03,0.03,0.23,12
4984,0.63,0.02,0.01,0.11,2
4985,0.33,0.02,0.02,0.36,12
4986,0.44,0.08,0.02,0.03,2
4987,0.66,0.01,0.01,0.21,2
4988,0.63,0.04,0.01,0.17,2
4989,0.34,0.03,0.03,0.18,2
4990,0.34,0.02,0.03,0.26,2
4991,0.11,0.03,0.03,0.29,12
4992,0.36,0.02,0.02,0.19,2
4993,0.49,0.02,0.04,0.14,2
4994,0.46,0.05,0.03,0.04,2
4995,0.34,0.03,0.03,0.04,2
4996,0.3,0.04,0.04,0.05,2
4997,0.52,0.02,0.03,0.03,2
4998,0.42,0.03,0.03,0.04,2
4999,0.1,0.04,0.04,0.13,12
5000,0.7,0.09,0.04,0.06,2
5001,0.48,0.03,0.03,0.04,2
5002,0.43,0.02,0.02,0.22,2
5003,0.65,0.02,0.02,0.02,2
5004,0.33,0.03,0.03,0.04,2
5005,0.64,0.02,0.02,0.02,2
5006,0.24,0.04,0.04,0.08,2
5007,0.61,0.03,0.02,0.14,2
5008,0.69,0.02,0.02,0.02,2
5009,0.19,0.02,0.02,0.4,12
5010,0.61,0.01,0.01,0.21,2
5011,0.65,0.01,0.11,0.05,2
5012,0.75,0.04,0.01,0.01,2
5013,0.63,0.02,0.05,0.02,2
5014,0.51,0.01,0.02,0.22,2
5015,0.5,0.04,0.03,0.03,2
5016,0.52,0.02,0.02,0.05,2
5017,0.64,0.02,0.02,0.02,2
5018,0.73,0.01,0.02,0.03,2
5019,0.23,0.02,0.02,0.33,12
5020,0.64,0.02,0.02,0.03,2
5021,0.68,0.02,0.02,0.03,2
5022,0.53,0.03,0.02,0.03,2
5023,0.19,0.04,0.04,0.11,2
5024,0.68,0.02,0.02,0.02,2
5025,0.35,0.05,0.05,0.03,2
5026,0.28,0.06,0.04,0.05,2
5027,0.32,0.04,0.04,0.04,2
5028,0.43,0.04,0.04,0.03,2
5029,0.12,0.04,0.05,0.05,2
5030,0.24,0.03,0.03,0.16,2
5031,0.5,0.03,0.04,0.03,2
5032,0.63,0.02,0.02,0.03,2
5033,0.48,0.09,0.02,0.12,2
5034,0.58,0.02,0.02,0.11,2
5035,0.54,0.05,0.02,0.02,2
5036,0.48,0.03,0.02,0.06,2
5037,0.44,0.03,0.04,0.03,2
5038,0.44,0.05,0.05,0.07,2
5039,0.72,0.01,0.01,0.06,2
5040,0.62,0.02,0.02,0.04,2
5041,0.4,0.03,0.03,0.03,2
5042,0.3,0.03,0.04,0.06,2
5043,0.53,0.08,0.02,0.21,2
5044,0.44,0.04,0.07,0.03,2
5045,0.38,0.02,0.02,0.23,2
5046,0.84,0.01,0.01,0.05,2
5047,0.43,0.03,0.03,0.04,2
5048,0.56,0.02,0.06,0.06,2
5049,0.57,0.03,0.02,0.08,2
5050,0.58,0.02,0.03,0.05,2
5051,0.44,0.22,0.02,0.03,2
5052,0.51,0.03,0.03,0.25,2
5053,0.27,0.03,0.03,0.12,2
5054,0.43,0.05,0.02,0.17,2
5055,0.51,0.02,0.03,0.04,2
5056,0.14,0.02,0.02,0.56,12
5057,0.39,0.03,0.03,0.08,2
5058,0.44,0.02,0.02,0.23,2
5059,0.41,0.09,0.03,0.03,2
5060,0.59,0.02,0.02,0.03,2
5061,0.23,0.03,0.03,0.04,2
5062,0.61,0.02,0.02,0.1,2
5063,0.79,0.02,0.02,0.02,2
5064,0.67,0.01,0.01,0.14,2
5065,0.79,0.01,0.01,0.01,2
5066,0.39,0.03,0.03,0.05,2
5067,0.46,0.03,0.03,0.05,2
5068,0.08,0.05,0.05,0.05,2
5069,0.66,0.02,0.02,0.02,2
5070,0.18,0.02,0.02,0.52,12
5071,0.61,0.04,0.02,0.1,2
5072,0.35,0.03,0.03,0.04,2
5073,0.41,0.08,0.05,0.02,2
5074,0.44,0.06,0.03,0.04,2
5075,0.37,0.15,0.05,0.05,2
5076,0.68,0.02,0.03,0.02,2
5077,0.6,0.03,0.11,0.07,2
5078,0.83,0.01,0.01,0.05,2
5079,0.31,0.02,0.02,0.4,12
5080,0.25,0.04,0.04,0.05,2
5081,0.19,0.03,0.03,0.24,12
5082,0.39,0.2,0.04,0.03,2
5083,0.43,0.04,0.03,0.04,2
5084,0.48,0.02,0.02,0.18,2
5085,0.35,0.04,0.03,0.06,2
5086,0.53,0.02,0.03,0.03,2
5087,0.05,0.01,0.67,0.07,8
5088,0.07,0.04,0.05,0.07,2
5089,0.07,0.04,0.04,0.19,12
5090,0.62,0.02,0.02,0.04,2
5091,0.5,0.02,0.02,0.17,2
5092,0.77,0.01,0.01,0.07,2
5093,0.55,0.01,0.02,0.22,2
5094,0.58,0.06,0.03,0.03,2
5095,0.67,0.02,0.03,0.06,2
5096,0.18,0.02,0.02,0.39,12
5097,0.66,0.02,0.02,0.02,2
5098,0.56,0.02,0.02,0.02,2
5099,0.6,0.02,0.03,0.02,2
5100,0.65,0.01,0.01,0.13,2
5101,0.34,0.02,0.02,0.22,2
5102,0.7,0.01,0.01,0.19,2
5103,0.18,0.04,0.04,0.14,2
5104,0.41,0.02,0.02,0.26,2
5105,0.21,0.04,0.05,0.04,2
5106,0.42,0.03,0.03,0.05,2
5107,0.69,0.02,0.02,0.02,2
5108,0.75,0.05,0.02,0.04,2
5109,0.63,0.01,0.02,0.08,2
5110,0.27,0.04,0.04,0.04,2
5111,0.4,0.03,0.03,0.06,2
5112,0.5,0.02,0.02,0.13,2
5113,0.06,0.05,0.05,0.14,12
5114,0.13,0.04,0.04,0.11,2
5115,0.84,0.01,0.04,0.02,2
5116,0.52,0.02,0.3,0.05,2
5117,0.54,0.03,0.04,0.03,2
5118,0.57,0.02,0.02,0.12,2
5119,0.32,0.03,0.04,0.21,2
5120,0.09,0.01,0.01,0.75,12
5121,0.51,0.02,0.02,0.08,2
5122,0.22,0.04,0.04,0.04,2
5123,0.54,0.03,0.02,0.02,2
5124,0.58,0.03,0.02,0.02,2
5125,0.56,0.01,0.01,0.23,2
5126,0.1,0.16,0.04,0.07,6
5127,0.68,0.01,0.01,0.18,2
5128,0.53,0.03,0.04,0.05,2
5129,0.78,0.01,0.01,0.05,2
5130,0.52,0.02,0.02,0.15,2
5131,0.64,0.01,0.21,0.08,2
5132,0.55,0.05,0.02,0.04,2
5133,0.45,0.05,0.2,0.08,2
5134,0.63,0.02,0.18,0.05,2
5135,0.58,0.03,0.02,0.05,2
5136,0.53,0.02,0.03,0.02,2
5137,0.08,0.05,0.05,0.05,2
5138,0.34,0.03,0.03,0.12,2
5139,0.6,0.02,0.02,0.02,2
5140,0.41,0.02,0.03,0.2,2
5141,0.58,0.05,0.02,0.02,2
5142,0.48,0.02,0.02,0.03,2
5143,0.4,0.02,0.02,0.33,2
5144,0.79,0.03,0.01,0.01,2
5145,0.15,0.04,0.05,0.1,2
5146,0.6,0.03,0.05,0.07,2
5147,0.55,0.01,0.01,0.28,2
5148,0.41,0.03,0.05,0.04,2
5149,0.46,0.03,0.03,0.06,2
5150,0.37,0.03,0.03,0.08,2
5151,0.28,0.05,0.04,0.04,2
5152,0.6,0.02,0.02,0.02,2
5153,0.06,0.05,0.07,0.09,12
5154,0.34,0.03,0.03,0.03,2
5155,0.45,0.05,0.02,0.17,2
5156,0.61,0.02,0.02,0.02,2
5157,0.76,0.01,0.01,0.03,2
5158,0.38,0.03,0.03,0.1,2
5159,0.45,0.03,0.03,0.03,2
5160,0.25,0.04,0.04,0.05,2
5161,0.15,0.04,0.04,0.05,2
5162,0.68,0.05,0.01,0.09,2
5163,0.13,0.04,0.04,0.04,2
5164,0.19,0.04,0.04,0.05,2
5165,0.35,0.11,0.04,0.09,2
5166,0.5,0.02,0.02,0.07,2
5167,0.38,0.06,0.08,0.15,2
5168,0.35,0.04,0.04,0.03,2
5169,0.14,0.04,0.06,0.06,2
5170,0.45,0.03,0.03,0.03,2
5171,0.28,0.04,0.04,0.05,2
5172,0.45,0.04,0.04,0.06,2
5173,0.32,0.04,0.04,0.04,2
5174,0.37,0.03,0.03,0.06,2
5175,0.19,0.04,0.04,0.04,2
5176,0.25,0.04,0.04,0.04,2
5177,0.27,0.04,0.04,0.06,2
5178,0.46,0.03,0.03,0.04,2
5179,0.73,0.02,0.01,0.02,2
5180,0.19,0.04,0.04,0.04,2
5181,0.75,0.01,0.01,0.07,2
5182,0.49,0.03,0.03,0.03,2
5183,0.58,0.02,0.02,0.03,2
5184,0.6,0.03,0.02,0.04,2
5185,0.22,0.09,0.04,0.07,2
5186,0.09,0.03,0.03,0.4,12
5187,0.05,0.04,0.04,0.22,12
5188,0.28,0.04,0.04,0.04,2
5189,0.1,0.03,0.03,0.35,12
5190,0.13,0.04,0.05,0.04,2
5191,0.21,0.04,0.04,0.04,2
5192,0.61,0.02,0.02,0.02,2
5193,0.34,0.05,0.07,0.04,2
5194,0.29,0.04,0.04,0.05,2
5195,0.32,0.13,0.03,0.06,2
5196,0.67,0.05,0.01,0.02,2
5197,0.08,0.05,0.05,0.06,2
5198,0.09,0.05,0.05,0.04,2
5199,0.46,0.03,0.07,0.04,2
5200,0.14,0.04,0.04,0.25,12
5201,0.49,0.06,0.29,0.01,2
5202,0.42,0.03,0.03,0.07,2
5203,0.6,0.03,0.02,0.02,2
5204,0.41,0.07,0.03,0.03,2
5205,0.76,0.01,0.01,0.02,2
5206,0.27,0.04,0.04,0.04,2
5207,0.56,0.02,0.02,0.02,2
5208,0.63,0.05,0.02,0.02,2
5209,0.79,0.01,0.01,0.02,2
5210,0.4,0.03,0.04,0.04,2
5211,0.67,0.04,0.02,0.02,2
5212,0.26,0.03,0.04,0.12,2
5213,0.57,0.01,0.01,0.25,2
5214,0.78,0.01,0.01,0.02,2
5215,0.67,0.02,0.01,0.04,2
5216,0.56,0.02,0.02,0.05,2
5217,0.63,0.02,0.03,0.03,2
5218,0.42,0.03,0.05,0.03,2
5219,0.38,0.04,0.05,0.03,2
5220,0.4,0.03,0.03,0.05,2
5221,0.33,0.03,0.03,0.08,2
5222,0.45,0.02,0.02,0.19,2
5223,0.33,0.02,0.02,0.36,12
5224,0.37,0.03,0.03,0.03,2
5225,0.63,0.03,0.02,0.02,2
5226,0.71,0.11,0.04,0.04,2
5227,0.64,0.01,0.01,0.16,2
5228,0.04,0.04,0.04,0.16,12
5229,0.68,0.01,0.01,0.08,2
5230,0.17,0.04,0.04,0.12,2
5231,0.08,0.04,0.04,0.18,12
5232,0.5,0.23,0.02,0.02,2
5233,0.44,0.02,0.02,0.23,2
5234,0.46,0.07,0.05,0.06,2
5235,0.4,0.02,0.01,0.34,2
5236,0.28,0.04,0.03,0.19,2
5237,0.28,0.04,0.04,0.04,2
5238,0.07,0.05,0.04,0.11,12
5239,0.29,0.04,0.06,0.04,2
5240,0.73,0.02,0.04,0.02,2
5241,0.41,0.03,0.03,0.18,2
5242,0.44,0.2,0.03,0.22,2
5243,0.69,0.02,0.02,0.03,2
5244,0.59,0.02,0.05,0.03,2
5245,0.51,0.04,0.02,0.13,2
5246,0.47,0.03,0.03,0.03,2
5247,0.21,0.01,0.01,0.63,12
5248,0.72,0.01,0.01,0.03,2
5249,0.61,0.03,0.02,0.06,2
5250,0.26,0.03,0.03,0.21,2
5251,0.63,0.07,0.02,0.03,2
5252,0.35,0.03,0.03,0.04,2
5253,0.17,0.06,0.03,0.27,12
5254,0.45,0.05,0.03,0.03,2
5255,0.66,0.01,0.01,0.14,2
5256,0.33,0.03,0.03,0.08,2
5257,0.52,0.02,0.02,0.08,2
5258,0.26,0.07,0.06,0.06,2
5259,0.36,0.04,0.01,0.4,12
5260,0.63,0.05,0.03,0.04,2
5261,0.42,0.1,0.02,0.26,2
5262,0.52,0.02,0.02,0.11,2
5263,0.71,0.02,0.01,0.12,2
5264,0.74,0.06,0.01,0.05,2
5265,0.3,0.03,0.03,0.21,2
5266,0.72,0.01,0.01,0.04,2
5267,0.55,0.02,0.02,0.16,2
5268,0.54,0.02,0.08,0.04,2
5269,0.4,0.03,0.04,0.04,2
5270,0.37,0.06,0.07,0.03,2
5271,0.4,0.09,0.03,0.04,2
5272,0.28,0.04,0.04,0.05,2
5273,0.37,0.06,0.06,0.05,2
5274,0.22,0.04,0.04,0.04,2
5275,0.48,0.03,0.03,0.03,2
5276,0.23,0.03,0.03,0.25,12
5277,0.64,0.03,0.02,0.02,2
5278,0.72,0.02,0.02,0.02,2
5279,0.21,0.04,0.04,0.05,2
5280,0.05,0.05,0.05,0.05,0
5281,0.31,0.02,0.02,0.29,2
5282,0.38,0.01,0.01,0.39,12
5283,0.57,0.02,0.02,0.1,2
5284,0.17,0.04,0.04,0.12,2
5285,0.24,0.05,0.03,0.21,2
5286,0.4,0.03,0.03,0.07,2
5287,0.73,0.01,0.01,0.03,2
5288,0.23,0.08,0.04,0.04,2
5289,0.56,0.16,0.02,0.03,2
5290,0.6,0.01,0.17,0.02,2
5291,0.08,0.02,0.03,0.51,12
5292,0.67,0.02,0.03,0.03,2
5293,0.75,0.01,0.01,0.05,2
5294,0.25,0.02,0.02,0.31,12
5295,0.6,0.02,0.02,0.02,2
5296,0.47,0.03,0.03,0.05,2
5297,0.57,0.02,0.03,0.04,2
5298,0.57,0.02,0.02,0.04,2
5299,0.37,0.03,0.02,0.17,2
5300,0.49,0.02,0.02,0.14,2
5301,0.48,0.03,0.03,0.03,2
5302,0.18,0.04,0.04,0.11,2
5303,0.35,0.2,0.03,0.08,2
5304,0.17,0.04,0.04,0.07,2
5305,0.51,0.02,0.03,0.25,2
5306,0.32,0.04,0.03,0.05,2
5307,0.4,0.03,0.03,0.03,2
5308,0.26,0.03,0.03,0.17,2
5309,0.48,0.14,0.02,0.04,2
5310,0.57,0.03,0.02,0.03,2
5311,0.47,0.04,0.03,0.04,2
5312,0.39,0.02,0.02,0.24,2
5313,0.26,0.05,0.04,0.05,2
5314,0.2,0.04,0.04,0.04,2
5315,0.07,0.04,0.04,0.14,12
5316,0.3,0.03,0.04,0.07,2
5317,0.53,0.02,0.02,0.13,2
5318,0.73,0.02,0.01,0.02,2
5319,0.3,0.04,0.03,0.15,2
5320,0.4,0.03,0.03,0.12,2
5321,0.44,0.03,0.03,0.04,2
5322,0.71,0.07,0.01,0.01,2
5323,0.42,0.03,0.03,0.04,2
5324,0.46,0.03,0.02,0.11,2
5325,0.27,0.02,0.02,0.41,12
5326,0.57,0.02,0.02,0.06,2
5327,0.18,0.04,0.04,0.05,2
5328,0.37,0.02,0.02,0.2,2
5329,0.47,0.02,0.03,0.05,2
5330,0.57,0.02,0.02,0.03,2
5331,0.62,0.03,0.02,0.02,2
5332,0.38,0.02,0.15,0.04,2
5333,0.4,0.03,0.06,0.07,2
5334,0.32,0.04,0.03,0.1,2
5335,0.53,0.03,0.02,0.04,2
5336,0.48,0.03,0.03,0.05,2
5337,0.64,0.02,0.02,0.02,2
5338,0.45,0.04,0.06,0.04,2
5339,0.78,0.02,0.01,0.03,2
5340,0.39,0.03,0.04,0.12,2
5341,0.52,0.02,0.02,0.03,2
5342,0.46,0.03,0.03,0.04,2
5343,0.68,0.02,0.02,0.03,2
5344,0.14,0.02,0.02,0.44,12
5345,0.43,0.02,0.03,0.13,2
5346,0.56,0.02,0.02,0.03,2
5347,0.53,0.02,0.03,0.05,2
5348,0.05,0.05,0.05,0.05,0
5349,0.49,0.05,0.03,0.03,2
5350,0.38,0.03,0.03,0.07,2
5351,0.34,0.03,0.03,0.08,2
5352,0.26,0.02,0.02,0.31,12
5353,0.15,0.05,0.05,0.05,2
5354,0.38,0.05,0.03,0.04,2
5355,0.15,0.04,0.04,0.04,2
5356,0.41,0.03,0.03,0.1,2
5357,0.53,0.02,0.02,0.03,2
5358,0.15,0.04,0.05,0.05,2
5359,0.38,0.03,0.03,0.05,2
5360,0.36,0.04,0.03,0.04,2
5361,0.26,0.03,0.04,0.09,2
5362,0.27,0.04,0.04,0.04,2
5363,0.42,0.03,0.04,0.03,2
5364,0.2,0.04,0.05,0.08,2
5365,0.64,0.02,0.02,0.05,2
5366,0.12,0.04,0.05,0.07,2
5367,0.1,0.05,0.05,0.05,2
5368,0.16,0.04,0.08,0.04,2
5369,0.09,0.05,0.05,0.05,2
5370,0.61,0.04,0.01,0.14,2
5371,0.45,0.02,0.02,0.14,2
5372,0.45,0.02,0.02,0.17,2
5373,0.34,0.03,0.02,0.26,2
5374,0.41,0.03,0.03,0.05,2
5375,0.64,0.07,0.02,0.08,2
5376,0.39,0.11,0.06,0.2,2
5377,0.41,0.03,0.03,0.03,2
5378,0.63,0.02,0.01,0.07,2
5379,0.6,0.02,0.02,0.12,2
5380,0.31,0.03,0.25,0.04,2
5381,0.18,0.03,0.02,0.42,12
5382,0.35,0.02,0.02,0.31,2
5383,0.16,0.04,0.04,0.07,2
5384,0.27,0.03,0.05,0.03,2
5385,0.16,0.03,0.03,0.26,12
5386,0.49,0.02,0.02,0.08,2
5387,0.1,0.03,0.05,0.37,12
5388,0.22,0.04,0.04,0.14,2
5389,0.52,0.01,0.01,0.35,2
5390,0.46,0.03,0.02,0.07,2
5391,0.46,0.03,0.02,0.08,2
5392,0.58,0.02,0.02,0.02,2
5393,0.54,0.02,0.02,0.05,2
5394,0.24,0.04,0.04,0.04,2
5395,0.06,0.11,0.08,0.29,12
5396,0.12,0.24,0.07,0.05,6
5397,0.29,0.03,0.02,0.4,12
5398,0.2,0.04,0.04,0.06,2
5399,0.23,0.04,0.11,0.12,2
5400,0.32,0.04,0.03,0.07,2
5401,0.12,0.05,0.05,0.05,2
5402,0.44,0.01,0.01,0.39,2
5403,0.3,0.04,0.04,0.09,2
5404,0.68,0.02,0.02,0.03,2
5405,0.05,0.06,0.05,0.06,6
5406,0.41,0.03,0.1,0.04,2
5407,0.52,0.1,0.02,0.03,2
5408,0.43,0.04,0.03,0.03,2
5409,0.3,0.04,0.04,0.04,2
5410,0.46,0.02,0.03,0.06,2
5411,0.54,0.03,0.02,0.03,2
5412,0.59,0.02,0.02,0.05,2
5413,0.05,0.05,0.05,0.05,0
5414,0.23,0.04,0.04,0.1,2
5415,0.61,0.02,0.02,0.02,2
5416,0.5,0.02,0.03,0.05,2
5417,0.39,0.02,0.01,0.32,2
5418,0.8,0.08,0.01,0.01,2
5419,0.36,0.04,0.03,0.05,2
5420,0.29,0.04,0.04,0.05,2
5421,0.68,0.04,0.01,0.02,2
5422,0.66,0.02,0.02,0.02,2
5423,0.51,0.01,0.01,0.25,2
5424,0.55,0.1,0.06,0.02,2
5425,0.56,0.03,0.02,0.03,2
5426,0.77,0.02,0.01,0.04,2
5427,0.35,0.03,0.05,0.04,2
5428,0.41,0.03,0.04,0.03,2
5429,0.15,0.04,0.04,0.12,2
5430,0.32,0.03,0.03,0.18,2
5431,0.05,0.05,0.05,0.14,12
5432,0.62,0.02,0.02,0.02,2
5433,0.4,0.21,0.02,0.04,2
5434,0.71,0.06,0.01,0.08,2
5435,0.6,0.01,0.01,0.13,2
5436,0.43,0.04,0.03,0.06,2
5437,0.33,0.05,0.03,0.05,2
5438,0.69,0.02,0.06,0.02,2
5439,0.77,0.02,0.01,0.01,2
5440,0.44,0.08,0.03,0.09,2
5441,0.24,0.04,0.04,0.04,2
5442,0.72,0.02,0.01,0.02,2
5443,0.28,0.04,0.04,0.04,2
5444,0.69,0.04,0.01,0.09,2
5445,0.53,0.04,0.08,0.06,2
5446,0.4,0.03,0.03,0.03,2
5447,0.05,0.04,0.04,0.22,12
5448,0.74,0.01,0.01,0.02,2
5449,0.64,0.05,0.02,0.02,2
5450,0.71,0.01,0.08,0.01,2
5451,0.08,0.05,0.04,0.18,12
5452,0.77,0.1,0.01,0.01,2
5453,0.54,0.06,0.02,0.02,2
5454,0.72,0.02,0.01,0.02,2
5455,0.32,0.03,0.03,0.17,2
5456,0.46,0.03,0.03,0.08,2
5457,0.66,0.02,0.01,0.09,2
5458,0.33,0.03,0.03,0.08,2
5459,0.66,0.16,0.01,0.01,2
5460,0.49,0.02,0.02,0.13,2
5461,0.67,0.22,0.02,0.01,2
5462,0.66,0.03,0.02,0.02,2
5463,0.2,0.04,0.04,0.06,2
5464,0.16,0.06,0.05,0.05,2
5465,0.46,0.02,0.02,0.09,2
5466,0.3,0.03,0.02,0.26,2
5467,0.17,0.04,0.05,0.04,2
5468,0.35,0.03,0.03,0.04,2
5469,0.38,0.03,0.03,0.1,2
5470,0.52,0.04,0.02,0.04,2
5471,0.51,0.08,0.23,0.03,2
5472,0.57,0.05,0.02,0.12,2
5473,0.23,0.01,0.01,0.55,12
5474,0.23,0.04,0.04,0.05,2
5475,0.52,0.03,0.17,0.02,2
5476,0.81,0.01,0.01,0.03,2
5477,0.76,0.02,0.02,0.02,2
5478,0.08,0.04,0.04,0.15,12
5479,0.62,0.02,0.02,0.04,2
5480,0.48,0.18,0.03,0.02,2
5481,0.44,0.05,0.03,0.04,2
5482,0.08,0.04,0.04,0.23,12
5483,0.77,0.01,0.01,0.01,2
